beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Specjal Jasny Pełny,""Browar w Elblągu"",""Lager - Pale"",6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2017-12-19 21:41:21"",https://untappd.com/c/540099473,https://untappd.com/beer/456230,https://untappd.com/brewery/306499,Poland,Elblag,""województwo warmińsko-mazurskie"",,,Bottle,540099473,456230,306499,https://untappd.s3.amazonaws.com/photo/2017_12_19/3fd05db48364202c0b8b141bf548d186_raw.jpg,2.86,2.9,,0,0"
"Rechitskoe Svetloe (Речицкое Светлое),""Бобруйский бровар"",""Lager - Pale"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-12-20 21:52:02"",https://untappd.com/c/540369540,https://untappd.com/beer/184089,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",,Рублёвский,Bottle,540369540,184089,28932,https://untappd.s3.amazonaws.com/photo/2017_12_20/dbeef51e142df3a5a0cd3a49463f5a1c_raw.jpg,2.55,2.8,,0,0"
"Ginger Beer,""Lidskoe Pivo (Лидское Пиво)"",""Spiced / Herbed Beer"",5.3,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2017-12-21 22:18:45"",https://untappd.com/c/540693226,https://untappd.com/beer/2377888,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,""MART INN"",Bottle,540693226,2377888,33625,https://untappd.s3.amazonaws.com/photo/2017_12_21/ed068eee291b2cb98c7c9b0e98f2c988_raw.jpg,3.14,3.27,,1,0"
"Alivaria Zolotoe (Аливария Золотое),""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Pale"",4.8,0,,Мозырь,,""Гомельская вобл."",Беларусь,52.0462,29.26,3.75,""2017-12-23 20:43:24"",https://untappd.com/c/541649247,https://untappd.com/beer/307628,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,,Bottle,541649247,307628,5861,https://untappd.s3.amazonaws.com/photo/2017_12_23/a652b201ef90e2b5b91462e9ff7b4c50_raw.jpg,2.84,2.96,,1,0"
"Krinitsa Svetlae (Крыніца Светлае),""Krinitsa (Криница)"",""Lager - Euro Pale"",4.4,0,,Мозырь,,""Гомельская вобл."",Беларусь,52.0462,29.26,3.5,""2017-12-24 21:19:57"",https://untappd.com/c/542319088,https://untappd.com/beer/413458,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,,Bottle,542319088,413458,5860,https://untappd.s3.amazonaws.com/photo/2017_12_24/934a2adfbb2536b10931567a59148fe1_raw.jpg,2.61,3.07,,1,0"
"Kozel Bohaty Chmel,""Moscow-Efes Brewery (Пивоварня Москва-Эфес)"",""Pilsner - Czech"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2017-12-26 22:34:31"",https://untappd.com/c/543385013,https://untappd.com/beer/2005976,https://untappd.com/brewery/33116,Russia,Moscow,Москва,,""Родны кут"",Can,543385013,2005976,33116,https://untappd.s3.amazonaws.com/photo/2017_12_26/935f9c97b09c5d8730582f643b458b1a_raw.jpg,2.83,2.95,,1,0"
"Варница Нефильтрованное,""Varnitsa (Варница)"",""Lager - Pale"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2017-12-29 22:48:03"",https://untappd.com/c/544746498,https://untappd.com/beer/586732,https://untappd.com/brewery/109110,Russia,Kardymovo,""Смоленская область"",,Радзивиловский,Bottle,544746498,586732,109110,https://untappd.s3.amazonaws.com/photo/2017_12_29/2682295d51607dac8fe0bd1dd2966a04_raw.jpg,2.62,3.05,,1,0"
"Dunkel,""Biermanufaktur ENGEL"",""Lager - Munich Dunkel"",5.3,21,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-01-01 00:02:39"",https://untappd.com/c/546114289,https://untappd.com/beer/395112,https://untappd.com/brewery/19077,Germany,Crailsheim,Baden-Württemberg,,,Bottle,546114289,395112,19077,,3.34,3.41,,2,0"
"Lāčplēsis Dzintara,""SIA Cido Grupa"",""Lager - Vienna"",4.8,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-01-02 22:45:15"",https://untappd.com/c/546982561,https://untappd.com/beer/388148,https://untappd.com/brewery/5892,Latvia,Riga,Vidzeme,,,Can,546982561,388148,5892,https://untappd.s3.amazonaws.com/photo/2018_01_02/e3ceb417483e6f5b226f70b117685553_raw.jpg,2.91,2.97,,1,0"
"Оболонь Солодове,""Obolon (Оболонь)"",""Lager - Pale"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-01-05 22:52:12"",https://untappd.com/c/547700820,https://untappd.com/beer/1991278,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Радзивиловский,Bottle,547700820,1991278,3260,https://untappd.s3.amazonaws.com/photo/2018_01_05/27c39389a55e4d75f08a98bd689ee32e_raw.jpg,2.79,3.2,,2,0"
"Варница Бархатное,""Varnitsa (Варница)"",""Lager - Munich Dunkel"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-01-07 21:57:49"",https://untappd.com/c/548723512,https://untappd.com/beer/585969,https://untappd.com/brewery/109110,Russia,Kardymovo,""Смоленская область"",,Радзивиловский,Bottle,548723512,585969,109110,https://untappd.s3.amazonaws.com/photo/2018_01_07/07430234c268e603b063ac1c3375daf5_raw.jpg,3.06,3.25,,1,0"
"Temnoe Zoloto (Темное Золото),""Dvinsky Brovar (Двинский Бровар)"",""Lager - Dark"",4.6,0,,""Гостиница «Лучеса»"",Витебск,""Витебская область"",Беларусь,55.1729,30.2005,3,""2018-01-09 21:55:00"",https://untappd.com/c/549162723,https://untappd.com/beer/322598,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",,,Bottle,549162723,322598,55466,https://untappd.s3.amazonaws.com/photo/2018_01_09/5f98ab30555357a40301982b8ea8e5d6_raw.jpg,3.03,3.43,,1,0"
"Baltika #0 Non-Alcoholic,""Baltika Breweries (Балтика)"",""Non-Alcoholic Beer"",0.5,0,,""Ресторан «Лучеса»"",Віцебск,""Віцебская вобл."",Беларусь,55.1733,30.1999,3.5,""2018-01-10 20:58:56"",https://untappd.com/c/549343185,https://untappd.com/beer/20092,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,""Ресторан «Лучеса»"",Bottle,549343185,20092,999,,2.34,2.44,,0,0"
"Urban Beer,""Krinitsa (Криница)"",""Lager - Pale"",4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-01-12 21:43:58"",https://untappd.com/c/549865356,https://untappd.com/beer/314863,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Корона,Bottle,549865356,314863,5860,https://untappd.s3.amazonaws.com/photo/2018_01_12/2811e036977326a51dc806605db09859_raw.jpg,1.98,2.9,,2,0"
"Zhigulevskoe Traditsiya (Жигулевское Традиция),""Dvinsky Brovar (Двинский Бровар)"",""Lager - Euro Pale"",3.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-01-15 21:19:08"",https://untappd.com/c/551394598,https://untappd.com/beer/559785,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",,,Bottle,551394598,559785,55466,https://untappd.s3.amazonaws.com/photo/2018_01_15/186fbb2c2257e6983c60804e073e8bd0_raw.jpg,2.62,3.39,,0,0"
"Nikolaevskoe (Николаевское),""Dvinsky Brovar (Двинский Бровар)"",""Lager - Helles"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-01-16 21:57:28"",https://untappd.com/c/551604425,https://untappd.com/beer/315118,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",,,Bottle,551604425,315118,55466,https://untappd.s3.amazonaws.com/photo/2018_01_16/f37198732ee1f453ee2226ac5a75d924_raw.jpg,2.64,3.27,,0,0"
"Krynica Premium (Крыніца прэміум),""Krinitsa (Криница)"",""Lager - Euro Pale"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2018-01-17 21:12:21"",https://untappd.com/c/551791412,https://untappd.com/beer/1614207,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,551791412,1614207,5860,https://untappd.s3.amazonaws.com/photos/2018_01_17/6da1fd8f27e7d82f2e46f87b44ecbb6a_raw.jpg,2.73,3.13,,0,0"
"Okhota Krepkoe Exportnoe (Охота Крепкое Экспортное),""Heineken Brewery (Объединенные Пивоварни Хейнекен)"",""Lager - Euro Strong"",6.3,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-01-18 22:37:31"",https://untappd.com/c/552033437,https://untappd.com/beer/636479,https://untappd.com/brewery/78690,Russia,""Saint Petersburg"",Санкт-Петербург,,Белмаркет,Bottle,552033437,636479,78690,https://untappd.s3.amazonaws.com/photos/2018_01_18/2f42fa375a85b9b893b5c0aaa197f3a0_raw.jpg,2.37,3.26,,0,0"
"Rechitskoe Zolotistoe (Речицкое Золотистое),""Бобруйский бровар"",""Lager - Euro Pale"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-01-22 22:32:25"",https://untappd.com/c/553851074,https://untappd.com/beer/689731,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",""light,sweet"",СОСЕДИ,Bottle,553851074,689731,28932,https://untappd.s3.amazonaws.com/photos/2018_01_22/3456cb1f50fb09d350ca2933ba8f3194_raw.jpg,2.46,2.87,,2,0"
"Bobrov Svetloe (Бобров Светлое),""Бобруйский бровар"",""Lager - Pale"",4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-01-24 22:38:25"",https://untappd.com/c/554230002,https://untappd.com/beer/262574,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",,""Гастроном № 1"",Bottle,554230002,262574,28932,https://untappd.s3.amazonaws.com/photos/2018_01_24/e055193564f01f9e1b121779d03653f9_raw.jpg,2.44,2.76,,2,0"
"Zhigulevskoe Yantarnoe (Жигулевское Янтарное),""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Pale"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-01-26 22:00:29"",https://untappd.com/c/554775235,https://untappd.com/beer/945888,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Белмаркет,Bottle,554775235,945888,5861,https://untappd.s3.amazonaws.com/photos/2018_01_26/39e12a18db5c2655056325ae085a3412_raw.jpg,2.79,3.16,,2,0"
"Big Bang,""Craft Academy"",""IPA - English"",5.6,42,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-01-28 21:21:16"",https://untappd.com/c/556004533,https://untappd.com/beer/1848445,https://untappd.com/brewery/311207,England,""Bury St Edmunds"",Suffolk,,""Пивной Фей - Beer Fairy"",Bottle,556004533,1848445,311207,https://untappd.s3.amazonaws.com/photos/2018_01_28/cfbe7ff4b6f63a6ca2db9e8a96d22047_raw.jpg,3.31,3.33,,2,0"
"Over Easy,""Craft Academy"",""IPA - Session / India Session Ale"",3.8,46,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-01-28 22:47:16"",https://untappd.com/c/556046103,https://untappd.com/beer/1844562,https://untappd.com/brewery/311207,England,""Bury St Edmunds"",Suffolk,,""Пивной Фей - Beer Fairy"",Bottle,556046103,1844562,311207,https://untappd.s3.amazonaws.com/photos/2018_01_28/51bb5d3d7bc64948fb20aa4df4589303_raw.jpg,3.32,3.33,,2,0"
"Modelo Especial,""Grupo Modelo"",""Lager - American"",4.5,18,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-01-31 22:17:48"",https://untappd.com/c/556704046,https://untappd.com/beer/6277,https://untappd.com/brewery/618,Mexico,Nava,""Coahuila de Zaragoza"",,Корона,Bottle,556704046,6277,618,https://untappd.s3.amazonaws.com/photos/2018_01_31/fa886635702799da4f31bcc835e229b7_raw.jpg,3.08,3.08,,3,0"
"Desert Ryeder,""Craft Academy"",""Rye Beer"",4.8,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-02-02 22:57:48"",https://untappd.com/c/557295305,https://untappd.com/beer/1904465,https://untappd.com/brewery/311207,England,""Bury St Edmunds"",Suffolk,,""Пивной Фей - Beer Fairy"",Bottle,557295305,1904465,311207,https://untappd.s3.amazonaws.com/photos/2018_02_02/f0c3a7a2d8376c5efa7e24c0ac2e2e63_raw.jpg,3.21,3.33,,1,0"
"St.Richi Hugo Rossi,""Krinitsa (Криница)"",""Cider - Traditional"",5.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-02-04 22:33:32"",https://untappd.com/c/558539387,https://untappd.com/beer/2143883,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Корона,Bottle,558539387,2143883,5860,https://untappd.s3.amazonaws.com/photos/2018_02_04/af6c06abf478acd15dc11397225c8dad_raw.jpg,2.66,3.51,,1,0"
"Bitter Sweet,""Craft Academy"",""IPA - Black / Cascadian Dark Ale"",6,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-02-06 23:03:08"",https://untappd.com/c/559155955,https://untappd.com/beer/1904468,https://untappd.com/brewery/311207,England,""Bury St Edmunds"",Suffolk,,""Пивной Фей - Beer Fairy"",Bottle,559155955,1904468,311207,https://untappd.s3.amazonaws.com/photos/2018_02_06/c180da078939590b81f399b22306138e_raw.jpg,3.49,3.51,,0,0"
"Alivaria Krepkoe (Аливария Крепкое),""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Euro Strong"",6.3,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1,""2018-02-08 23:09:44"",https://untappd.com/c/559595748,https://untappd.com/beer/673168,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Белмаркет,Bottle,559595748,673168,5861,https://untappd.s3.amazonaws.com/photos/2018_02_08/02e23e42279bebdf66317e38dc16b1de_raw.jpg,2.4,3.08,,1,0"
"13 Litar American Brown Ale,""13 Litar"",""Brown Ale - American"",5.2,0,,""Craft House"",Мінск,Мінск,Беларусь,53.9261,27.5924,4.5,""2018-02-10 17:22:25"",https://untappd.com/c/560325319,https://untappd.com/beer/1355764,https://untappd.com/brewery/58520,Belarus,""д. Теребунь"",,,""Craft House"",Draft,560325319,1355764,58520,,3.75,3.71,,2,0"
"Бланш де Мазай (Blanche De Mazay),""Wolf's Brewery (Волковская Пивоварня)"",""Wheat Beer - American Pale Wheat"",5.9,45,,""Craft House"",Мінск,Мінск,Беларусь,53.9261,27.5924,4,""2018-02-10 18:06:44"",https://untappd.com/c/560334835,https://untappd.com/beer/1594400,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,""Craft House"",Draft,560334835,1594400,179243,,3.45,3.46,,2,0"
"Elvis Juice,BrewDog,""IPA - American"",6.5,40,,""Craft House"",Мінск,Мінск,Беларусь,53.9261,27.5924,3.75,""2018-02-10 18:47:52"",https://untappd.com/c/560345437,https://untappd.com/beer/1441008,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,""Craft House"",Draft,560345437,1441008,241,,3.78,3.78,,2,0"
"White Moon,""New Riga's Brewery"",""Stout - Milk / Sweet"",5.5,20,,""Craft House"",Мінск,Мінск,Беларусь,53.9261,27.5924,3.75,""2018-02-10 19:40:03"",https://untappd.com/c/560362404,https://untappd.com/beer/1878052,https://untappd.com/brewery/64622,Russia,Лешково,""Московская область"",,""Craft House"",Draft,560362404,1878052,64622,,3.86,3.85,,1,0"
"Alivaria Desiatka (Аливария Десятка),""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Pilsner - Other"",4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.5,""2018-02-12 22:33:34"",https://untappd.com/c/561386920,https://untappd.com/beer/263339,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Белмаркет,Bottle,561386920,263339,5861,https://untappd.s3.amazonaws.com/photos/2018_02_12/ae28f87c7bc7d6c3239d02dc28acd9bf_raw.jpg,2.73,2.93,,1,0"
"Krinitsa Motsnae (Крыніца Моцнае),""Krinitsa (Криница)"",""Lager - Euro Strong"",6.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-02-14 22:51:14"",https://untappd.com/c/561819396,https://untappd.com/beer/314860,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,561819396,314860,5860,https://untappd.s3.amazonaws.com/photos/2018_02_14/fcc4869405edd5813b846869b2685f61_raw.jpg,2.62,3.03,,1,0"
"Petrus Speciale,""Brouwerij De Brabandere"",""Pale Ale - Belgian"",5.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-02-16 22:08:47"",https://untappd.com/c/562399040,https://untappd.com/beer/79,https://untappd.com/brewery/4571,Belgium,Bavikhove,Vlaanderen,,""Евроопт Hyper"",Bottle,562399040,79,4571,https://untappd.s3.amazonaws.com/photos/2018_02_16/34d7aca1e44736ed63dd5b724f06a969_raw.jpg,3.12,3.14,,1,0"
"Aleksandrya (Александрыя),""Krinitsa (Криница)"",""Lager - Euro Pale"",5.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-02-18 22:20:09"",https://untappd.com/c/563679111,https://untappd.com/beer/21651,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,563679111,21651,5860,https://untappd.s3.amazonaws.com/photos/2018_02_18/30bf2b44bf16969f5295a341e7453c55_raw.jpg,2.42,2.8,,1,0"
"Zhigulevskoye Osoboe (Жигулевское Особое),""Krinitsa (Криница)"",""Lager - Pale"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-02-20 22:21:16"",https://untappd.com/c/564274779,https://untappd.com/beer/1442072,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,564274779,1442072,5860,https://untappd.s3.amazonaws.com/photos/2018_02_20/94d4add3b0c642c44a5947ca69d66441_raw.jpg,2.58,2.89,,1,0"
"Пивная карта. Stout,""Krinitsa (Криница)"",""Stout - Milk / Sweet"",5.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-02-23 22:43:57"",https://untappd.com/c/565133068,https://untappd.com/beer/2438686,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,565133068,2438686,5860,https://untappd.s3.amazonaws.com/photos/2018_02_23/ad386d9d39509d6e45e20370a15a456a_raw.jpg,3.07,3.28,,1,0"
"Crime Passionnel,""Brouwerij De Dochter van de Korenaar"",""IPA - White"",7.5,50,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-02-24 22:04:10"",https://untappd.com/c/565735042,https://untappd.com/beer/660319,https://untappd.com/brewery/428,Belgium,Baarle-Hertog,Vlaanderen,,""Пивной Фей - Beer Fairy"",Bottle,565735042,660319,428,https://untappd.s3.amazonaws.com/photos/2018_02_24/7f4b0219bbc239312198b213d08a08cb_raw.jpg,3.7,3.7,,0,0"
"Charbon,""Brouwerij De Dochter van de Korenaar"",""Smoked Beer"",7,46,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2018-02-24 22:05:06"",https://untappd.com/c/565735974,https://untappd.com/beer/190893,https://untappd.com/brewery/428,Belgium,Baarle-Hertog,Vlaanderen,,""Пивной Фей - Beer Fairy"",Bottle,565735974,190893,428,https://untappd.s3.amazonaws.com/photos/2018_02_24/5ed1f0dac79f26a55e01a092905a2dfd_raw.jpg,3.62,3.62,,1,0"
"Tennent's Whisky Oak Aged,""Tennent's Caledonian Brewery"",""Scottish Ale"",6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-02-26 22:27:52"",https://untappd.com/c/566744990,https://untappd.com/beer/418111,https://untappd.com/brewery/1814,Scotland,Glasgow,""Glasgow City"",,BIGZZ,Bottle,566744990,418111,1814,https://untappd.s3.amazonaws.com/photos/2018_02_26/7c6b46c3f7149263732f15ddc26d5245_raw.jpg,3.37,3.38,,1,0"
"Trehsosenskoe Pshenichnoe (Трехсосенское Пшеничное),""Zavod Trehsosensky (Завод Трехсосенский)"",""Hefeweizen Light / Leicht"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-02-28 22:27:43"",https://untappd.com/c/567164454,https://untappd.com/beer/1355862,https://untappd.com/brewery/37085,Russia,Dimitrovgrad,""Ульяновская область"",,Корона,Bottle,567164454,1355862,37085,https://untappd.s3.amazonaws.com/photos/2018_02_28/f34a605670f847600517eada0ac87e6a_raw.jpg,2.72,3.21,,1,0"
"Maisel's Weisse Kristall,""Brauerei Gebr. Maisel"",Kristallweizen,5.1,11,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2018-03-02 21:57:20"",https://untappd.com/c/567755053,https://untappd.com/beer/4582,https://untappd.com/brewery/209,Germany,Bayreuth,Bayern,,BIGZZ,Bottle,567755053,4582,209,https://untappd.s3.amazonaws.com/photos/2018_03_02/ff07d6a4472094014ad426acedc5e17b_raw.jpg,3.46,3.47,,1,0"
"Palm N.A.,""Brouwerij Palm"",""Non-Alcoholic Beer"",0.25,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-03-05 20:48:59"",https://untappd.com/c/569349531,https://untappd.com/beer/183327,https://untappd.com/brewery/967,Belgium,Steenhuffel,Vlaanderen,""sweet,honey,caramel"",BIGZZ,Bottle,569349531,183327,967,https://untappd.s3.amazonaws.com/photos/2018_03_05/d40c8507cc3da36b9a68f867310c6c16_raw.jpg,2.1,2.27,,3,0"
"St.Richi Hugo,""Krinitsa (Криница)"",""Cider - Traditional"",5.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2018-03-05 22:56:21"",https://untappd.com/c/569371330,https://untappd.com/beer/2143877,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Корона,Bottle,569371330,2143877,5860,https://untappd.s3.amazonaws.com/photos/2018_03_05/b74aa5bccd86b555d3544ab9174e107c_raw.jpg,2.55,3.5,,2,0"
"Blood Red Sky,""Innis & Gunn"",""Scottish Export Ale"",6.8,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-03-06 21:40:49"",https://untappd.com/c/569555420,https://untappd.com/beer/2335869,https://untappd.com/brewery/1673,Scotland,Edinburgh,""City of Edinburgh"",,BIGZZ,Bottle,569555420,2335869,1673,https://untappd.s3.amazonaws.com/photos/2018_03_06/b8df83b7b24c16ab5fc1ced272b95e54_raw.jpg,3.53,3.53,,2,0"
"Shake the World,AleBrowar,""Pale Ale - Milkshake"",5,0,,""Минск / Мінск / Minsk (Мінск)"",,Беларусь,Беларусь,53.9034,27.5572,4,""2018-03-09 20:39:34"",https://untappd.com/c/570399020,https://untappd.com/beer/2163263,https://untappd.com/brewery/33167,Poland,Lębork,""województwo pomorskie"",,Green,Bottle,570399020,2163263,33167,https://untappd.s3.amazonaws.com/photos/2018_03_09/4032100d202296628294aed8386a20c8_raw.jpg,3.63,3.64,,2,0"
"Not So Scary,AleBrowar,""IPA - New England"",5.2,25,,""Минск / Мінск / Minsk (Мінск)"",,Беларусь,Беларусь,53.9034,27.5572,5,""2018-03-09 21:29:37"",https://untappd.com/c/570421425,https://untappd.com/beer/2215176,https://untappd.com/brewery/33167,Poland,Lębork,""województwo pomorskie"",,Green,Bottle,570421425,2215176,33167,https://untappd.s3.amazonaws.com/photos/2018_03_09/a75193a26905d033311f741efbd10a22_raw.jpg,3.68,3.67,,2,0"
"Smoky Joe,AleBrowar,""Stout - Foreign / Export"",6.2,45,,""Минск / Мінск / Minsk (Мінск)"",,Беларусь,Беларусь,53.9034,27.5572,4.25,""2018-03-09 23:15:29"",https://untappd.com/c/570480603,https://untappd.com/beer/334404,https://untappd.com/brewery/33167,Poland,Lębork,""województwo pomorskie"",smoky,Green,Bottle,570480603,334404,33167,https://untappd.s3.amazonaws.com/photos/2018_03_09/bfa60599837d9b3b15c064a089993eec_raw.jpg,3.57,3.58,,2,0"
"Guinness Draught,Guinness,""Stout - Irish Dry"",4.2,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-03-13 22:09:32"",https://untappd.com/c/572332572,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,""Saint James' Gate"",Leinster,watery,Корона,Can,572332572,4473,49,https://untappd.s3.amazonaws.com/photos/2018_03_13/7902af62819a0d1b2262fa7b9d65d0ec_raw.jpg,3.79,3.79,,2,0"
"Zbiten s Chernoslivom (Збитень с Черносливом),""Dvinsky Brovar (Двинский Бровар)"",""Mead - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1,""2018-03-14 21:00:50"",https://untappd.com/c/572562920,https://untappd.com/beer/478787,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",sweet,Белмаркет,Bottle,572562920,478787,55466,https://untappd.s3.amazonaws.com/photos/2018_03_14/6a2f06c18062f897ad32cd3ab64bc191_raw.jpg,3.25,3.43,,3,0"
"ЗНІЧ / ZNICH,""TRYE Beer"",""Rye Wine"",10,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2018-03-15 23:12:01"",https://untappd.com/c/572886383,https://untappd.com/beer/1953003,https://untappd.com/brewery/248415,Belarus,""Новое Поле"",""Минская область"",,Green,Bottle,572886383,1953003,248415,https://untappd.s3.amazonaws.com/photos/2018_03_15/a7bcc1f7b9dcd5b7b318713eceb5c81e_raw.jpg,3.63,3.64,,2,0"
"DOUBLE IPA,""Vasileostrovskaya Brewery (Василеостровская Пивоварня)"",""IPA - Imperial / Double"",6,80,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2018-03-18 22:58:32"",https://untappd.com/c/574684963,https://untappd.com/beer/1938264,https://untappd.com/brewery/10410,Russia,""Saint Petersburg"",Санкт-Петербург,,Green,Bottle,574684963,1938264,10410,https://untappd.s3.amazonaws.com/photos/2018_03_18/7147cb8af816793a4e21199135f11b98_raw.jpg,3.42,3.44,,2,0"
"Zbiten s Klukvoy (Збитень с Клюквой),""Dvinsky Brovar (Двинский Бровар)"",""Mead - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,0.25,""2018-03-19 22:17:42"",https://untappd.com/c/574949704,https://untappd.com/beer/522005,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",sweet,""MART INN"",Bottle,574949704,522005,55466,https://untappd.s3.amazonaws.com/photos/2018_03_19/2ccb86714086ff28a2be3bf2127148b6_raw.jpg,3.18,3.37,,3,3"
