beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Zlaty Bazant Radler Black Currant & Raspberry,""Бобруйский бровар"",""Shandy / Radler"",2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-08-12 21:00:26"",https://untappd.com/c/790856488,https://untappd.com/beer/3232325,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",,Алми,Bottle,790856488,3232325,28932,https://untappd.s3.amazonaws.com/photos/2019_08_12/7438b3b6d1bc7e11eff75d79bbd9a784_raw.jpg,2.64,3.26,,3,0"
"Polar Monkeys Chair Man IPA,Hartwall,""IPA - American"",6,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-08-12 22:54:21"",https://untappd.com/c/790893600,https://untappd.com/beer/1782975,https://untappd.com/brewery/3264,Finland,Helsinki,Etelä-Suomi,,Alkomarket,Bottle,790893600,1782975,3264,https://untappd.s3.amazonaws.com/photos/2019_08_12/911685e544044517497025c6d7ac6fe8_raw.jpg,3.19,3.2,,2,0"
"Светлячок,""Wolf's Brewery (Волковская Пивоварня)"",""Lager - IPL (India Pale Lager)"",5,35,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-08-13 20:43:24"",https://untappd.com/c/791115158,https://untappd.com/beer/2050631,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,""Гастроном № 1"",Can,791115158,2050631,179243,https://untappd.s3.amazonaws.com/photos/2019_08_13/64bef7d2d67acc083a48eed881b10e58_raw.jpg,3.49,3.49,,3,0"
"Polar Monkeys White Collar Golden Ale,Hartwall,""Golden Ale"",5.5,22,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2019-08-13 22:53:07"",https://untappd.com/c/791162170,https://untappd.com/beer/1374092,https://untappd.com/brewery/3264,Finland,Helsinki,Etelä-Suomi,,Alkomarket,Bottle,791162170,1374092,3264,https://untappd.s3.amazonaws.com/photos/2019_08_13/8a29defaabcc5c4b95d9138abbe58529_raw.jpg,2.91,2.94,,2,0"
"Chimay Bleue (Grande Réserve) (2015),""Bières de Chimay"",""Belgian Strong Dark Ale"",9,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-08-14 23:03:57"",https://untappd.com/c/791473213,https://untappd.com/beer/976733,https://untappd.com/brewery/378,Belgium,Baileux,Wallonie,,Alkomarket,Bottle,791473213,976733,378,https://untappd.s3.amazonaws.com/photos/2019_08_14/0fb5e1b4d944158c04ea9f64e7ae444b_raw.jpg,3.97,3.97,,3,0"
"ТРОЙНОЙ ПШЕНИЧНЫЙ ЭЛЬ / TRIPLE WHEAT ALE,""Vasileostrovskaya Brewery (Василеостровская Пивоварня)"",""Belgian Tripel"",6.9,23,""Скисло походу, без оценки"",Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,,""2019-08-15 21:56:51"",https://untappd.com/c/791786722,https://untappd.com/beer/322614,https://untappd.com/brewery/10410,Russia,""Saint Petersburg"",Санкт-Петербург,,""Евроопт Super"",Bottle,791786722,322614,10410,https://untappd.s3.amazonaws.com/photos/2019_08_15/0514c517b10500cec92c4e0fbd1252fd_raw.jpg,3.49,3.5,,2,0"
"Cheshsky Svatek Barhatnoe (Чешский Сватек Бархатное),""Gambrinus (Гамбринус)"",""Lager - Munich Dunkel"",4.1,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-08-17 21:48:26"",https://untappd.com/c/792926412,https://untappd.com/beer/370268,https://untappd.com/brewery/42009,Russia,Izhevsk,Удмуртия,,Алми,Bottle,792926412,370268,42009,https://untappd.s3.amazonaws.com/photos/2019_08_17/804e85be60dc8eca42846aca50112f74_raw.jpg,2.76,3.38,,2,0"
"Budweiser Brew '66',Anheuser-Busch,""Lager - Pale"",4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-08-18 19:48:20"",https://untappd.com/c/793551362,https://untappd.com/beer/5917,https://untappd.com/brewery/44,""United States"",""St. Louis"",MO,,Е-Сити,Bottle,793551362,5917,44,https://untappd.s3.amazonaws.com/photos/2019_08_18/6662035953f8f1dc793c80d716835019_raw.jpg,2.52,2.64,,3,0"
"Chimay Red / Rouge / Rood (Première),""Bières de Chimay"",""Belgian Dubbel"",7,19,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-08-18 22:29:13"",https://untappd.com/c/793651506,https://untappd.com/beer/4072,https://untappd.com/brewery/378,Belgium,Baileux,Wallonie,,Alkomarket,Bottle,793651506,4072,378,https://untappd.s3.amazonaws.com/photos/2019_08_18/6e11cc39789ef3224fa0e818c34ff486_raw.jpg,3.76,3.76,,3,0"
"Київське розливне,""Obolon (Оболонь)"",""Lager - Euro Pale"",3.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-08-19 22:30:56"",https://untappd.com/c/793984019,https://untappd.com/beer/2894562,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Е-Сити,Bottle,793984019,2894562,3260,https://untappd.s3.amazonaws.com/photos/2019_08_19/0bd4a9c62c887afe0492f02917cec245_raw.jpg,2.5,3.17,,3,0"
"Erfurter German Pils,""Privatbrauerei Eibau"",""Pilsner - German"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-08-20 22:18:52"",https://untappd.com/c/794233905,https://untappd.com/beer/3074055,https://untappd.com/brewery/28884,Germany,Eibau,Sachsen,,СОСЕДИ,Can,794233905,3074055,28884,https://untappd.s3.amazonaws.com/photos/2019_08_20/d2c1c3812437e04ae04165aef10babcd_raw.jpg,2.66,3.23,,5,0"
"Erfurter Hefeweizen,""Privatbrauerei Eibau"",Hefeweizen,5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-08-23 01:48:56"",https://untappd.com/c/794941493,https://untappd.com/beer/3074053,https://untappd.com/brewery/28884,Germany,Eibau,Sachsen,,СОСЕДИ,Can,794941493,3074053,28884,https://untappd.s3.amazonaws.com/photos/2019_08_22/9155fdca0a15c10ef7c2307c9170735a_raw.jpg,3.04,3.39,,5,0"
"DOUBLE IPA,""Vasileostrovskaya Brewery (Василеостровская Пивоварня)"",""IPA - Imperial / Double"",6,80,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-08-23 23:08:46"",https://untappd.com/c/795346814,https://untappd.com/beer/1938264,https://untappd.com/brewery/10410,Russia,""Saint Petersburg"",Санкт-Петербург,,""Евроопт Super"",Bottle,795346814,1938264,10410,https://untappd.s3.amazonaws.com/photos/2019_08_23/4161ac7523ab4a681d0e46bb4e244916_raw.jpg,3.42,3.44,,6,0"
"Zhiguli IPA (Жигули IPA),""Moscow Brewing Company (Московская Пивоваренная Компания)"",""IPA - Session / India Session Ale"",4.5,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2019-08-25 23:29:22"",https://untappd.com/c/796848206,https://untappd.com/beer/3156551,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",,Е-Сити,Bottle,796848206,3156551,7165,https://untappd.s3.amazonaws.com/photos/2019_08_25/a505d3bbf7a2c1a2723b81eec91104bd_raw.jpg,3.29,3.3,,4,0"
"Seth & Riley's Garage Hard Black Cherry Drink,""Baltika Breweries (Балтика)"",""Shandy / Radler"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2019-08-27 22:53:57"",https://untappd.com/c/797397306,https://untappd.com/beer/3134762,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,Белмаркет,Bottle,797397306,3134762,999,https://untappd.s3.amazonaws.com/photos/2019_08_27/8a8ff79c560304bd8fed64fa031ad170_raw.jpg,3.12,3.24,,1,0"
"Schöfferhofer Grapefruit,""Radeberger Gruppe"",""Shandy / Radler"",2.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-08-30 22:34:45"",https://untappd.com/c/798416982,https://untappd.com/beer/21857,https://untappd.com/brewery/4936,Germany,""Frankfurt am Main"",Hessen,,Е-Сити,Bottle,798416982,21857,4936,https://untappd.s3.amazonaws.com/photos/2019_08_30/404aa781bd7f104f7cc70da33bba4728_raw.jpg,3.58,3.58,,2,0"
"Chernigivske Svitle (Чернігівське Світле),""AB InBev Efes Ukraine"",""Lager - Euro Pale"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.25,""2019-09-06 23:35:04"",https://untappd.com/c/801536154,https://untappd.com/beer/184656,https://untappd.com/brewery/4704,Ukraine,Kyiv,Київ,,Е-Сити,Can,801536154,184656,4704,https://untappd.s3.amazonaws.com/photos/2019_09_06/aed8a9945c30721d0ccd605f0ed44bf5_raw.jpg,2.68,2.75,,2,0"
"Amstel,""Amstel Bier"",""Lager - Euro Pale"",5,21,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-09-08 22:31:11"",https://untappd.com/c/802810253,https://untappd.com/beer/72160,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid-Holland,sweet,Белмаркет,Can,802810253,72160,37,https://untappd.s3.amazonaws.com/photos/2019_09_08/79d5d252d23eb31cabe8004b5b8b8804_raw.jpg,2.85,2.85,,4,0"
"Zhiguli IPA (Жигули IPA),""Moscow Brewing Company (Московская Пивоваренная Компания)"",""IPA - Session / India Session Ale"",4.5,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2019-09-10 22:51:57"",https://untappd.com/c/803322562,https://untappd.com/beer/3156551,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",""light,hoppy"",Белмаркет,Can,803322562,3156551,7165,https://untappd.s3.amazonaws.com/photos/2019_09_10/ccdacc920eb32af7b795164a8cfd4f37_raw.jpg,3.29,3.3,,4,0"
"Pilsner Urquell,""Plzeňský Prazdroj"",""Pilsner - Czech"",4.4,40,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-09-11 23:26:21"",https://untappd.com/c/803577237,https://untappd.com/beer/37936,https://untappd.com/brewery/1459,""Czech Republic"",Pilsen,Jihozápad,,Е-Сити,Can,803577237,37936,1459,https://untappd.s3.amazonaws.com/photos/2019_09_11/43302de309ec9350844549ced0c2e551_raw.jpg,3.35,3.35,,5,0"
"Budweiser Budvar B:ORIGINAL / Czechvar B:ORIGINAL,""Budějovický Budvar"",""Pilsner - Czech"",5,32,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-09-12 23:30:51"",https://untappd.com/c/803865736,https://untappd.com/beer/5385,https://untappd.com/brewery/245,""Czech Republic"",""České Budějovice"",Jihozápad,,Е-Сити,Can,803865736,5385,245,https://untappd.s3.amazonaws.com/photos/2019_09_12/b23279e7e8c2353e52f51e1bb61a6a00_raw.jpg,3.27,3.27,,3,0"
"Tsingtao Wheat Beer,""Tsingtao (青岛啤酒) Brewery"",""Wheat Beer - Other"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-09-13 22:40:34"",https://untappd.com/c/804254121,https://untappd.com/beer/2775236,https://untappd.com/brewery/1594,""China / People's Republic of China"",Qingdao,山东省,,""Евроопт Super"",Bottle,804254121,2775236,1594,https://untappd.s3.amazonaws.com/photos/2019_09_13/847afe645c4772498ff9ec34e02bbbe4_raw.jpg,2.93,3.08,,3,0"
"Tsingtao IPA,""Tsingtao (青岛啤酒) Brewery"",""IPA - English"",6.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-09-13 23:27:25"",https://untappd.com/c/804288837,https://untappd.com/beer/1533317,https://untappd.com/brewery/1594,""China / People's Republic of China"",Qingdao,山东省,,""Евроопт Super"",Bottle,804288837,1533317,1594,https://untappd.s3.amazonaws.com/photos/2019_09_13/337248f9f588ce231fe7db00d255e388_raw.jpg,3.02,3.12,,4,2"
"Leffe Brune / Bruin,""Abbaye de Leffe"",""Brown Ale - Belgian"",6.5,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-09-14 23:33:52"",https://untappd.com/c/805018937,https://untappd.com/beer/5941,https://untappd.com/brewery/5,Belgium,Leuven,Vlaanderen,,Е-Сити,Can,805018937,5941,5,https://untappd.s3.amazonaws.com/photos/2019_09_14/11322ad780f4d03b16e69d303cad0a3e_raw.jpg,3.57,3.57,,3,0"
"Ekstra,Švyturys,""Lager - Dortmunder / Export"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-09-15 21:30:23"",https://untappd.com/c/805562395,https://untappd.com/beer/6923,https://untappd.com/brewery/1331,Lithuania,Klaipėda,""Klaipėdos apskritis"",,Е-Сити,Bottle,805562395,6923,1331,https://untappd.s3.amazonaws.com/photos/2019_09_15/c6ef1d4c54ec4f1bf1f6440174ac2316_raw.jpg,3.1,3.11,,3,0"
"Ekstra,Švyturys,""Lager - Dortmunder / Export"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-09-15 23:28:05"",https://untappd.com/c/805638444,https://untappd.com/beer/6923,https://untappd.com/brewery/1331,Lithuania,Klaipėda,""Klaipėdos apskritis"",,Рублёвский,Can,805638444,6923,1331,https://untappd.s3.amazonaws.com/photos/2019_09_15/5c3ba8b853c79d4c1702411b49173753_raw.jpg,3.1,3.11,,2,0"
"Baltas (White),Švyturys,Hefeweizen,5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-09-17 23:54:57"",https://untappd.com/c/806139269,https://untappd.com/beer/37946,https://untappd.com/brewery/1331,Lithuania,Klaipėda,""Klaipėdos apskritis"",,Алми,Can,806139269,37946,1331,https://untappd.s3.amazonaws.com/photos/2019_09_17/42343352c43491a6506eabba7c82df43_raw.jpg,3.41,3.42,,3,0"
"Zhiguli Barnoe (Жигули Барное),""Moscow Brewing Company (Московская Пивоваренная Компания)"",""Lager - Pale"",4.9,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-09-19 22:38:10"",https://untappd.com/c/806656719,https://untappd.com/beer/26210,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",,СОСЕДИ,Can,806656719,26210,7165,https://untappd.s3.amazonaws.com/photos/2019_09_19/002627f8c0e598b1fb47abc8e46419eb_raw.jpg,2.96,2.97,,2,0"
"Saku Originaal,""Saku Õlletehas"",""Lager - Pale"",4.6,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-09-22 22:37:06"",https://untappd.com/c/808426974,https://untappd.com/beer/59424,https://untappd.com/brewery/1094,Estonia,Saku,Harjumaa,,Е-Сити,Bottle,808426974,59424,1094,https://untappd.s3.amazonaws.com/photos/2019_09_22/dbac1491d91769c4a894f3f302b6d83d_raw.jpg,2.68,2.69,,3,0"
"Luksus,Aldaris,""Lager - Pale"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1,""2019-09-25 22:49:12"",https://untappd.com/c/809176656,https://untappd.com/beer/3574,https://untappd.com/brewery/19,Latvia,Riga,Vidzeme,,Е-Сити,Can,809176656,3574,19,https://untappd.s3.amazonaws.com/photos/2019_09_25/c822d355e20367f38d146099373a5c8c_raw.jpg,2.85,2.94,,2,0"
"Pilzenes,Aldaris,""Pilsner - Other"",4.2,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2019-09-27 23:00:59"",https://untappd.com/c/809917811,https://untappd.com/beer/112855,https://untappd.com/brewery/19,Latvia,Riga,Vidzeme,,Е-Сити,Can,809917811,112855,19,https://untappd.s3.amazonaws.com/photos/2019_09_27/2c7172cd9e6e1f7834e7d755ef60db2f_raw.jpg,2.81,2.97,,3,0"
"ЭкоBeer (ЭкоПиво),""Afanasy (Афанасий)"",""Lager - Pale"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-09-29 22:59:40"",https://untappd.com/c/811322626,https://untappd.com/beer/844074,https://untappd.com/brewery/10498,Russia,Tver',""Тверская область"",,Алми,Bottle,811322626,844074,10498,https://untappd.s3.amazonaws.com/photos/2019_09_29/377f327b05af292956743827fc2abc58_raw.jpg,2.17,2.79,,2,0"
"Kristoffel Brune / Bruin / Dark,""Brouwerij Martens"",""Brown Ale - Belgian"",6,21,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-10-01 23:06:27"",https://untappd.com/c/811819176,https://untappd.com/beer/278249,https://untappd.com/brewery/26017,Belgium,Bocholt,Vlaanderen,,Е-Сити,Bottle,811819176,278249,26017,https://untappd.s3.amazonaws.com/photos/2019_10_01/9ab5947e160c14a6c8fe20b385eb74ba_raw.jpg,3.1,3.13,,3,0"
"Афанасий Бархатное,""Afanasy (Афанасий)"",""Lager - Munich Dunkel"",4.9,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-10-04 22:03:15"",https://untappd.com/c/812778396,https://untappd.com/beer/3254256,https://untappd.com/brewery/10498,Russia,Tver',""Тверская область"",,Алми,Bottle,812778396,3254256,10498,https://untappd.s3.amazonaws.com/photos/2019_10_04/815925e229195d0421e31e807220cf2f_raw.jpg,2.78,3.35,,2,0"
"Affligem Blonde,""Affligem Brouwerij"",""Belgian Blonde"",6.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2019-10-06 22:34:10"",https://untappd.com/c/814253995,https://untappd.com/beer/15157,https://untappd.com/brewery/16791,Belgium,Opwijk,Vlaanderen,,Алми,Bottle,814253995,15157,16791,https://untappd.s3.amazonaws.com/photos/2019_10_06/0add44cd69486c819f9f355fd4c40708_raw.jpg,3.55,3.55,,1,0"
"Edelweiss Hefetrüb,""Brau Union Österreich"",Hefeweizen,5.3,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-10-08 23:32:55"",https://untappd.com/c/814786464,https://untappd.com/beer/93420,https://untappd.com/brewery/1768,Austria,Linz,Oberösterreich,,Алми,Can,814786464,93420,1768,https://untappd.s3.amazonaws.com/photos/2019_10_08/14be2fe3a3cdc8b586132af39a635d3c_raw.jpg,3.53,3.53,,2,0"
"Taura,""Trzech Kumpli"",""IPA - Imperial / Double New England"",6.6,40,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-10-11 22:30:37"",https://untappd.com/c/815705155,https://untappd.com/beer/2997287,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,""Пивной Фей - Beer Fairy"",Bottle,815705155,2997287,150195,https://untappd.s3.amazonaws.com/photos/2019_10_11/7becdaa04ba5eda5304bb0741d73c6b3_raw.jpg,3.86,3.85,,3,0"
"Yahont (Яхонт),""Moscow Brewing Company (Московская Пивоваренная Компания)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-10-13 14:03:30"",https://untappd.com/c/816896537,https://untappd.com/beer/355718,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",,,Can,816896537,355718,7165,https://untappd.s3.amazonaws.com/photos/2019_10_13/f9fa96e3bdb0a5c5c77e3a49d9f2b150_raw.jpg,3.09,3.27,,1,0"
"Pan IPAni,""Trzech Kumpli"",""IPA - White"",6,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-10-13 22:03:28"",https://untappd.com/c/817082836,https://untappd.com/beer/1000186,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,""Пивной Фей - Beer Fairy"",Bottle,817082836,1000186,150195,https://untappd.s3.amazonaws.com/photos/2019_10_13/a395b5a715c1c42915eec1a667428c2b_raw.jpg,3.83,3.82,,2,0"
"Arzachel,Omnipollo,""IPA - Session / India Session Ale"",3.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-10-15 21:45:15"",https://untappd.com/c/817653355,https://untappd.com/beer/1591960,https://untappd.com/brewery/29486,Sweden,Stockholm,""Stockholms län"",,""Пивной Фей - Beer Fairy"",Bottle,817653355,1591960,29486,https://untappd.s3.amazonaws.com/photos/2019_10_15/84df224ba2e02a959b169828f6f3e842_raw.jpg,3.55,3.55,,3,0"
